is_course,is_major,is_campus,name,id
1,0,0,Gender in Native American Societies,207
1,0,0,"Gender, Ethnicity, Class, and the Media",1923
1,0,0,"Gender, Race, and Class in Social Stratification",1168
1,0,0,General Anatomy,317
1,0,0,General Biology,1371
1,0,0,General Chemistry,7
1,0,0,General Chemistry I,566
1,0,0,General Chemistry II,562
1,0,0,General Chemistry III,565
1,0,0,General Chemistry Lab III,600
1,0,0,General Chemistry Laboratory I,604
1,0,0,General Chemistry Laboratory II,568
1,0,0,General Microbiology,341
1,0,0,General Microbiology Laboratory,334
1,0,0,General Physics,72
1,0,0,General Physics Laboratory,386
1,0,0,"Genes, Genomes and Heredity",775
1,0,0,Genetics and Molecular Ecology,824
1,0,0,Genetics and Society,1880
1,0,0,"Genetics, Genomics, and Nursing Practice",1794
1,0,0,Geoarchaeology,300
1,0,0,Geoarchaeology Laboratory,304
1,0,0,Geobiology,1178
1,0,0,Geochemistry,1186
1,0,0,Geographic Information Systems,694
1,0,0,Geographical Patterns of Health and Disease,1139
1,0,0,Geographies of International Development and Environmental Change,908
1,0,0,Geography and Gender,1269
1,0,0,Geography of Cities,906
1,0,0,Geography of Food and Eating,911
1,0,0,Geography of Greater China,967
1,0,0,Geography of the Physical Environment,1731
1,0,0,Geography of the World Economy; Regional Fortunes,1607
1,0,0,Geohazards and Natural Disasters,1862
1,0,0,Geology of the National Parks,1174
1,0,0,Geology of the Northwest,1181
1,0,0,Geomechanics,1190
1,0,0,Geometry for Teachers,1431
1,0,0,Geomorphology,1188
1,0,0,Geophysics: Expedition to Planet Earth,1199
1,0,0,Geoscience Communicaton,1189
1,0,0,German Cultural History,1724
1,0,0,Germanic Studies in English,1244
1,0,0,Germany 1871-1989,1548
1,0,0,Gerontological Nursing,1538
1,0,0,Gis Project Design,1814
1,0,0,Global Environmental Politics,530
1,0,0,Global Feminist Art,1255
1,0,0,Global Warming: Understanding the Issues,65
1,0,0,Globalization,701
1,0,0,Government and Politics in the Middle East and North Africa,1514
1,0,0,Government and Politics of Latin America,1599
1,0,0,Grammar and Lexicon,257
1,0,0,Great Geological Issues,1192
1,0,0,Great Works of Asian Literature,1398
1,0,0,"Greek Language, Accelerated",973
1,0,0,Greek and Roman Athletics,476
1,0,0,Greek and Roman Classics in English,281
1,0,0,Greek and Roman Mythology,148
1,0,0,Greek and Roman Private and Public Life,970
1,0,0,Green Internationalism and the City,1813
1,0,0,Growth and Development Through the Life Span,339
1,0,0,Guitar Ensemble,1495
1,0,0,Guitar Techniques,1172
1,0,0,Hans Christian Andersen and the Fairy Tale Tradition,1196
1,0,0,Hardware and Computer Organization,998
1,0,0,Hardware and Software Systems,1763
1,0,0,Health Information Systems Analysis,1300
1,0,0,Health Psychology,2005
1,0,0,"Health, Communities, and Populations I",1802
1,0,0,"Health, Illness, and Society",1978
1,0,0,Healthcare Accreditation and Legal Issues,1981
1,0,0,Healthcare Budgetary Analysis and Financial Decision Making,1979
1,0,0,"Healthcare Coding, Vocabulary, and Revenue Cycle Management",1297
1,0,0,Healthcare Computer Systems and Electronic Health Records,1296
1,0,0,Healthcare Leadership Fieldwork,1986
1,0,0,Healthcare Leadership Strategies,1977
1,0,0,Healthcare Systems,1542
1,0,0,Hearing Disorders,1625
1,0,0,Hinduism,1570
1,0,0,Hispanics in the United States,1928
1,0,0,Hist & Development of Communication & Journalism,1370
1,0,0,Historical Romance Linguistics,1575
1,0,0,History Capstone,1738
1,0,0,History Methods Research and Writing Seminar,1736
1,0,0,History and Globalization,707
1,0,0,History and Science of Space Exploration,1727
1,0,0,History and Systems of Psychology,1950
1,0,0,History of American Documentary Films,717
1,0,0,History of American Indian Education,195
1,0,0,History of Ancient Ethics,1549
1,0,0,History of Architecture,419
1,0,0,History of Architecture in Seattle and Environs,409
1,0,0,History of Chinese Civilization,942
1,0,0,History of Chinese Literature,963
1,0,0,History of Christianity,1368
1,0,0,History of Dance in Europe and America,758
1,0,0,History of Education in the United States,667
1,0,0,History of Eugenics,1327
1,0,0,History of Film: 1895-1929,880
1,0,0,History of Film: 1930-1959,879
1,0,0,History of Film: 1960-1988,874
1,0,0,History of Film: 1989-Present,877
1,0,0,History of French Cinema in English,884
1,0,0,History of Jazz,96
1,0,0,History of Korean Civilization,1394
1,0,0,History of Landscape Architecture,383
1,0,0,History of Media Technology and Regulation,1618
1,0,0,History of Modern Architecture,206
1,0,0,History of Modern Korea: 1860 to the Present,1396
1,0,0,History of Modern Landscape Architecture,910
1,0,0,History of Nazi Germany,1248
1,0,0,History of Tacoma,1737
1,0,0,History of U.S. Sea Power I,519
1,0,0,History of U.S. Sea Power II,532
1,0,0,History of United States Labor Institutions,660
1,0,0,History of United States-American Indian Relations,1746
1,0,0,History of Western Dress,1080
1,0,0,History of the English Restoration and Eighteenth Century Theatre,1091
1,0,0,Hollywood Cinema and Genres,655
1,0,0,Honors General Chemistry,807
1,0,0,Honors Interdisciplinary Study IV,1086
1,0,0,Honors-Organic Chemistry,802
1,0,0,How Things Work: Electricity and Invention,778
1,0,0,How Things Work: Motion and Mechanics,786
1,0,0,Human Behavior and Social Environment I,1612
1,0,0,Human Biological Diversity,194
1,0,0,Human Biology and Environmental Interactions,1878
1,0,0,Human Cognition,1858
1,0,0,Human Development,1302
1,0,0,Human Fossils and Evolution,315
1,0,0,Human Genetics - the Individual and Society,1366
1,0,0,"Human Genetics,Disease,And Culture",324
1,0,0,Human Genetics: the Individual and Society,359
1,0,0,Human Health and the Environment,712
1,0,0,Human Population Genetics,349
1,0,0,Human Responses I,1534
1,0,0,Human Responses II,1530
1,0,0,Human Rights Law in Culture and Practice,1416
1,0,0,Human Rights in Latin America,1594
1,0,0,Human Rights in Theory and Practice,585
1,0,0,Human Sexuality,1838
1,0,0,Human Trafficking,1916
1,0,0,Human and Comparative Osteology,284
1,0,0,"Human-Primate Interface: Implications for Disease, Risk, and Conservation",335
1,0,0,Humanities and Social Science Research and Writing Seminar,1722
1,0,0,Hurricanes and Thunderstorms: Their Science and Impact,522
1,0,0,Husky Success Quest,1827
1,0,0,Hydrogeology,697
1,0,0,Hydrothermal Systems: An Interdisciplinary View,171
1,0,0,Ideas Through Objects: a Conceptual Approach to Art,1888
1,0,0,"Identities: Race, Class, Gender, and Sexuality in Anthropology",243
1,0,0,Image Methodology,1037
1,0,0,Image and Imagination,716
1,0,0,Images of Natives in the Cinema and Popular Cultures,199
1,0,0,Immigration,1212
1,0,0,"Immigration, Citizenship, and Rights",1415
1,0,0,"Immigration, Race, and American Cities",1836
1,0,0,Implications of Public Health Genomics for the Modern World,338
1,0,0,Independent Study,237
1,0,0,Indian Children and Families,179
1,0,0,"Indigenous Encounters: Politics, Culture, and Representation in Latin America",1602
1,0,0,"Indigenous Encounters: Politics, Culture,.. Lat Am",939
1,0,0,Indigenous Feminsims,1249
1,0,0,"Indigenous Films, Sovereign Visions",220
1,0,0,Individual Projects-Design,1056
1,0,0,Individualizing Teaching and Learning,1118
1,0,0,Infant and Child Development,2010
1,0,0,Infants and Children: Risk and Resilience,1116
1,0,0,Information Architecture and Web Design,1057
1,0,0,Information Assurance and Cyber Security,999
1,0,0,Information Assurance and Cybersecurity,1348
1,0,0,Information Design,1059
1,0,0,Information Ethics and Policy,1335
1,0,0,"Information Needs, Searching, and Presentation",1343
1,0,0,Information Systems Analysis and Design,1756
1,0,0,Information Systems Analysis and Management,1307
1,0,0,Information Visualization and Aesthetics,1338
1,0,0,Inorganic Chemistry,915
1,0,0,Inorganic Chemistry I,612
1,0,0,Inorganic Chemistry Laboratory,920
1,0,0,Instrumental Analysis,922
1,0,0,Instrumentation,1423
1,0,0,Instruments and Observations,521
1,0,0,"Integrated Dance: History, Methodology, and Praxis",1023
1,0,0,Integrated Junior Laboratory I,1469
1,0,0,Integrated Junior Laboratory II,1473
1,0,0,Integrated Junior Laboratory III,1476
1,0,0,Intellectual Foundations of Informatics,74
1,0,0,Intellectual History of Classical Greece,976
1,0,0,Intensive Elementary Turkish,1518
1,0,0,Intensive First-Year Italian,1381
1,0,0,Intensive First-Year Spanish,232
1,0,0,Intensive First-Yr Germ,1240
1,0,0,Intensive Portuguese for Spanish Speakers,1608
1,0,0,Intensive Second-Year Italian,1384
1,0,0,Intensive Second-Year Russian,1579
1,0,0,Interaction Design,1065
1,0,0,Interactive Media Technologies,719
1,0,0,Interactive Systems Design and Technology,1283
1,0,0,Interdisciplinary Arts,713
1,0,0,Interdisciplinary Arts Workshop,725
1,0,0,Interdisciplinary Information Technology,727
1,0,0,Interdisciplinary Inquiry,543
1,0,0,Interdisciplinary Writing,536
1,0,0,Interdisciplinary Writing/Humanities,217
1,0,0,Interdisciplinary Writing/Natural Science,141
1,0,0,Interdisciplinary Writing/Social Science,103
1,0,0,Intergroup Dialogues,189
1,0,0,Intermediate Academic Writing,1686
1,0,0,Intermediate Accounting I,579
1,0,0,Intermediate Accounting II,580
1,0,0,Intermediate Acting -- Production,1084
1,0,0,Intermediate Acting-Scene Study,1077
1,0,0,Intermediate Acting-Verse,1083
1,0,0,Intermediate Algebra,761
1,0,0,Intermediate Arabic,1506
1,0,0,Intermediate Ceramic Art,437
1,0,0,Intermediate Drawing,415
1,0,0,Intermediate Expository Writing,354
1,0,0,Intermediate French,313
1,0,0,Intermediate Gis,1820
1,0,0,Intermediate Id Studio,1049
1,0,0,Intermediate Italian,1096
1,0,0,Intermediate Macroeconomic Theory,1698
1,0,0,Intermediate Macroeconomics,105
1,0,0,Intermediate Microeconomic Theory,1704
1,0,0,Intermediate Microeconomics,92
1,0,0,Intermediate Painting,416
1,0,0,Intermediate Painting Topics,430
1,0,0,Intermediate Persian,1516
1,0,0,Intermediate Photomedia I,442
1,0,0,Intermediate Photomedia II,441
1,0,0,Intermediate Photomedia III,447
1,0,0,Intermediate Portuguese,1610
1,0,0,Intermediate Spanish,163
1,0,0,"Intermediate Topics in Gender, Women, and Sexuality Studies",1276
1,0,0,Intermediate Turkish,1504
1,0,0,Intermediate Writing Humanities,305
1,0,0,Intermediate Writing Natural Science,823
1,0,0,Intermediate Writing Social Sciences,245
1,0,0,International Conflict,1560
1,0,0,International Economics,2001
1,0,0,International Human Rights,1992
1,0,0,International Humanitarian Law,1973
1,0,0,International Management,1689
1,0,0,International Marketing,1684
1,0,0,International Media Images,990
1,0,0,International Political Economy,832
1,0,0,International Political Economy of Latin America,1556
1,0,0,International Relations,734
1,0,0,Interpersonal Communication,1982
1,0,0,Interpersonal Relationships in Nursing &Healthcare,1798
1,0,0,Interpersonal Skills,1666
1,0,0,Interpersonal Violence and Society,2008
1,0,0,"Intersections: Race, Gender, and Sexuality in a Global Persptive",1930
1,0,0,Interventions for Fmlis of Chldrn with Disablts,1106
1,0,0,Introduction the American Legal System,1937
1,0,0,Introduction to Abstract Algebra I,1997
1,0,0,Introduction to Academic Writing,1658
1,0,0,Introduction to Accounting,1354
1,0,0,Introduction to Accounting and Financial Reporting,28
1,0,0,Introduction to African American Studies,112
1,0,0,"Introduction to African History, C 1880-Present",272
1,0,0,"Introduction to African History, C. 1000-1880",1523
1,0,0,Introduction to African-American History,1279
1,0,0,Introduction to American Deaf Culture,1641
1,0,0,Introduction to American Government,593
1,0,0,Introduction to American Indian Contemporary Issues,1775
1,0,0,Introduction to American Indian Histories,174
1,0,0,Introduction to American Law,1520
1,0,0,Introduction to American Literature,756
1,0,0,Introduction to American Politics,239
1,0,0,Introduction to Anthropological Linguistics,247
1,0,0,Introduction to Anthropology,754
1,0,0,Introduction to Architectural Design II,374
1,0,0,Introduction to Architectural Design III,388
1,0,0,Introduction to Architectural Photography,404
1,0,0,Introduction to Architecural Design I,394
1,0,0,Introduction to Arts Practice,718
1,0,0,Introduction to Asian American Studies,550
1,0,0,Introduction to Asian American: Sociological and Interdisciplinary Perspectives,1988
1,0,0,Introduction to Asian Linguistics,959
1,0,0,Introduction to Asian-American Cultures,109
1,0,0,Introduction to Asian-American Literature,1319
1,0,0,Introduction to Astronomy,224
1,0,0,Introduction to Atmospheric Sciences,504
1,0,0,Introduction to Biochemistry,358
1,0,0,Introduction to Bioengineering Problem Solving,790
1,0,0,Introduction to Business,582
1,0,0,Introduction to Business Law,1646
1,0,0,Introduction to Business Statistics,571
1,0,0,Introduction to Ceramics: Handbuilding,152
1,0,0,Introduction to Ceramics: Wheel Throwing,439
1,0,0,Introduction to Chemistry,1967
1,0,0,Introduction to Climate Science,544
1,0,0,Introduction to Communication,634
1,0,0,Introduction to Communication I,48
1,0,0,Introduction to Communication II,183
1,0,0,"Introduction to Community, Environment, and Planni",405
1,0,0,"Introduction to Comparative Literature: Forms, Genres, History",883
1,0,0,Introduction to Comparative Literature: Genres,857
1,0,0,Introduction to Comparative Literature: Literature and Culture,859
1,0,0,Introduction to Comparative Literature: Themes,346
1,0,0,Introduction to Comparative Politics,477
1,0,0,Introduction to Composite Materials,1481
1,0,0,Introduction to Composition,1656
1,0,0,Introduction to Computer Programming,1899
1,0,0,Introduction to Computers and Information Systems,1378
1,0,0,Introduction to Contemporary Experience in Indian America,196
1,0,0,Introduction to Continuous Mathematical Modeling,49
1,0,0,Introduction to Creative Writing,1675
1,0,0,"Introduction to Creative Writing: Words, Stories, Dialogues",631
1,0,0,Introduction to Criminal Justice,1374
1,0,0,Introduction to Cultural Studies,139
1,0,0,Introduction to Dance,106
1,0,0,Introduction to Differential Equations,2
1,0,0,Introduction to Differential Equations and Applications,83
1,0,0,Introduction to Digital Urban Data Analysis,1771
1,0,0,Introduction to Directing,1085
1,0,0,Introduction to Disability Studies,1325
1,0,0,Introduction to Diversity,1846
1,0,0,Introduction to Drawing,273
1,0,0,Introduction to Drugs and Behavior,1267
1,0,0,Introduction to Early Childhood and Family Studies,202
1,0,0,Introduction to Elementary Functions,583
1,0,0,Introduction to Embedded Systems,1005
1,0,0,Introduction to Engineering Design,228
1,0,0,Introduction to Entrepreneurship,1129
1,0,0,Introduction to Environmental Anthropology,298
1,0,0,Introduction to Environmental Economics,1161
1,0,0,Introduction to Environmental Health,345
1,0,0,Introduction to Environmental Issues,643
1,0,0,Introduction to Environmental Science,37
1,0,0,Introduction to Environmental Studies,157
1,0,0,Introduction to Epidemiology,333
1,0,0,Introduction to Ethics,1282
1,0,0,Introduction to Experiments in Digital Video: the Architecture of Time I,451
1,0,0,Introduction to Feminist Studies,539
1,0,0,Introduction to Fiction Writing,1859
1,0,0,Introduction to Field Oceanography,1545
1,0,0,Introduction to Film,896
1,0,0,Introduction to Fluid Mechanics,1425
1,0,0,Introduction to Folklore Studies,886
1,0,0,Introduction to Food and the Environment,912
1,0,0,Introduction to Gender and Popular Culture,888
1,0,0,Introduction to Genetic Epidemiology,816
1,0,0,Introduction to Genetics,561
1,0,0,Introduction to Geography,1360
1,0,0,Introduction to Geogrpahic Information Systems,1148
1,0,0,Introduction to Geological Geographic Information Systems,1185
1,0,0,Introduction to Geological Sciences,35
1,0,0,Introduction to Geology,551
1,0,0,Introduction to German Literary Studies,1225
1,0,0,Introduction to German Studies,1221
1,0,0,Introduction to Glass: Kiln-Forming,438
1,0,0,Introduction to Global Economy,578
1,0,0,"Introduction to Global Health: Disparities, Determinants, Policies, and Outcomes",251
1,0,0,Introduction to Globalization,89
1,0,0,Introduction to Healthcare Systems and Health Data Systems,1291
1,0,0,Introduction to Hearing Science,1633
1,0,0,Introduction to Heat Transfer,1428
1,0,0,Introduction to Hispanic Cultural Studies,1592
1,0,0,Introduction to Hispanic Literary Studies,1624
1,0,0,Introduction to Honors Education,169
1,0,0,Introduction to Humanities,1663
1,0,0,Introduction to Immunology,1437
1,0,0,Introduction to Industrial Design,379
1,0,0,Introduction to Information Systems,1133
1,0,0,Introduction to Information Technology,1668
1,0,0,Introduction to Interaction Design,1031
1,0,0,Introduction to Interactive Media,549
1,0,0,Introduction to International Relations,330
1,0,0,Introduction to Islamic Civilization,1503
1,0,0,Introduction to Jewish Cultural History,1572
1,0,0,Introduction to Judaism,1103
1,0,0,Introduction to Labor Studies,1778
1,0,0,Introduction to Latin American History: From Columbus to Castro,1601
1,0,0,Introduction to Latin Literature,972
1,0,0,Introduction to Law,29
1,0,0,"Introduction to Law, Societies, and Justice",156
1,0,0,Introduction to Linguistic Phonetics,1407
1,0,0,Introduction to Linguistic Thought,75
1,0,0,Introduction to Literary Analysis,639
1,0,0,Introduction to Logic,77
1,0,0,Introduction to Logic Design,1895
1,0,0,Introduction to Macroeconomic Theory,1653
1,0,0,Introduction to Macroeconomics,30
1,0,0,Introduction to Manufacturing Processes,1427
1,0,0,Introduction to Marketing Management,1651
1,0,0,Introduction to Masculinities,1931
1,0,0,Introduction to Mass Communication,1355
1,0,0,Introduction to Materials Science and Engineering,1467
1,0,0,Introduction to Mathematical Reasoning,84
1,0,0,Introduction to Mechanical Design,1419
1,0,0,Introduction to Mechanics of Materials,11
1,0,0,Introduction to Medical Anthropology and Global Health,242
1,0,0,Introduction to Medical Ethics,759
1,0,0,Introduction to Microeconomic Theory,1654
1,0,0,Introduction to Microeconomics,31
1,0,0,Introduction to Modern Algebra for Teachers,1432
1,0,0,Introduction to Modern Materials,1482
1,0,0,Introduction to Molecular and Nanoscale Principles,801
1,0,0,Introduction to Music Theory and Musicianship,770
1,0,0,Introduction to Neuroscience,165
1,0,0,Introduction to Oceanography,126
1,0,0,Introduction to Oceanography Lab,140
1,0,0,Introduction to Painting,615
1,0,0,Introduction to Personality Individual Differences,766
1,0,0,Introduction to Philosophy,86
1,0,0,Introduction to Photography,620
1,0,0,Introduction to Planting Design,367
1,0,0,Introduction to Political Economy,1136
1,0,0,Introduction to Political Theory,489
1,0,0,Introduction to Political Values and Ideas,1721
1,0,0,Introduction to Politics,1361
1,0,0,Introduction to Polymer Science and Engineering,1480
1,0,0,Introduction to Popular Culture,1882
1,0,0,Introduction to Portfolios in Social Science,1352
1,0,0,Introduction to Primates,320
1,0,0,Introduction to Probability and Statistics,125
1,0,0,Introduction to Programming,1755
1,0,0,Introduction to Programming Through Animated Storytelling,617
1,0,0,Introduction to Programming for Astronomical Applications,490
1,0,0,Introduction to Psychology,22
1,0,0,Introduction to Public Health,709
1,0,0,Introduction to Public Speaking,231
1,0,0,"Introduction to Pulp, Paper, and Bioproducts",835
1,0,0,Introduction to Relational Database Management Systems,1334
1,0,0,Introduction to Research in Nursing,1537
1,0,0,Introduction to Research in Nursing and Healthcare,1795
1,0,0,Introduction to Research: Frontiers of Physics,495
1,0,0,Introduction to Restoration Ecology,688
1,0,0,Introduction to Russian Culture and Civilization,214
1,0,0,Introduction to Scandinavian Culture,1200
1,0,0,Introduction to Science,1662
1,0,0,Introduction to Sculpture I: Techniques,365
1,0,0,Introduction to Sculpture II: Structures,434
1,0,0,Introduction to Social Science,1660
1,0,0,Introduction to Social Stratification,1119
1,0,0,Introduction to Social Welfare Practice,234
1,0,0,Introduction to Social Work,1772
1,0,0,Introduction to Sociological Methods,1375
1,0,0,Introduction to Sociological Theory,472
1,0,0,Introduction to Sociology,669
1,0,0,Introduction to Sociology: Developing the Sociological Imagination,1657
1,0,0,Introduction to Sound Design for Theatre,1069
1,0,0,Introduction to Spanish Linguistics,270
1,0,0,Introduction to Special Education,664
1,0,0,Introduction to Statistical Inference,738
1,0,0,Introduction to Statistical Methods,32
1,0,0,Introduction to Statistics in Business,1691
1,0,0,Introduction to Structures I,370
1,0,0,Introduction to Structures II,376
1,0,0,Introduction to Structures III,387
1,0,0,Introduction to Stylistics Through Composition,255
1,0,0,Introduction to Surface,412
1,0,0,Introduction to Sustainability,1808
1,0,0,Introduction to Sustainable Practices,690
1,0,0,Introduction to System Dynamics,1420
1,0,0,Introduction to Technical Writing,840
1,0,0,Introduction to Theory and Criticism,860
1,0,0,Introduction to Thermodynamics and Cloud Processes,509
1,0,0,Introduction to Transgender Studies,1273
1,0,0,Introduction to Urban Planning,902
1,0,0,Introduction to Urbanization: Planning and Designing Alternative Urban Futures,375
1,0,0,Introduction to User Research,1285
1,0,0,Introduction to Visualization and Computer-Aided Design,15
1,0,0,Introduction to Women Studies,166
1,0,0,Introduction to Women's Studies,1674
1,0,0,Introduction to World Religions: Eastern Traditions,1215
1,0,0,Introduction to World Religions: Western Traditions,960
1,0,0,Introduction to the Ancient Near East,293
1,0,0,Introduction to the Cultures of American Ethnic Groups,108
1,0,0,Introduction to the Geography of Health and Healthcare,326
1,0,0,Introduction to the Hebrew Bible: Old Testament,1515
1,0,0,Introduction to the History of Western Music I,1496
1,0,0,Introduction to the New Testament,1270
1,0,0,Introduction to the Philosophy of Human Rights,1845
1,0,0,Introduction to the Qur'An,1522
1,0,0,Introduction to the Quran,99
1,0,0,Introduction to the Sociology of Deviance and Social Control,213
1,0,0,Introduction to the Sociology of Sexuality,323
1,0,0,Introduction to the Study of English Language and Literature,432
1,0,0,Introduction to the Theatre,38
1,0,0,Introduction:Philosophical & Aesthetic Universes,176
1,0,0,"Introducton to 3d Modeling, Design, and Analysis",747
1,0,0,Introductory Biology,76
1,0,0,Introductory Biology I,558
1,0,0,Introductory Biology II,557
1,0,0,Introductory Biology III,556
1,0,0,Introductory Biology Seminar,212
1,0,0,Introductory Chemistry I,788
1,0,0,Introductory Composition,114
1,0,0,Introductory Experimental Physics,502
1,0,0,Introductory Genetics,825
1,0,0,Introductory History of American Ethnic Groups,107
1,0,0,Introductory Landscape Architecture Design Studio,904
1,0,0,Introductory Multimedia Journalism,982
1,0,0,Introductory Real Analysis I,1433
1,0,0,Introductory Soils,1150
1,0,0,Introductory Statistics with Applications,1648
1,0,0,Introductory Topics in Sociology,308
1,0,0,Introducution to Urban Research,1819
1,0,0,Introdunction to Engineering I,1773
1,0,0,Introdunction to Engineering II,1898
1,0,0,Introdunction to Engineering III,1903
1,0,0,"Invention, Innovation, and Entrepreneurs",589
1,0,0,Investigative Chemistry I,609
1,0,0,Investment Valuation,1699
1,0,0,Islam,1509
1,0,0,Israel: Dynamic Society and Global Flashpoint,1223
1,0,0,Issues & Influences in Contemporary Art,478
1,0,0,Issues in Biological Conservation,1963
1,0,0,Issues in Media Studies,661
1,0,0,Italian Cities,455
1,0,0,Italian Contemporary Poetry in Translation,1380
1,0,0,Italian Renaissance Art,426
1,0,0,Italian Society in Film and Literature,1205
1,0,0,Italian Stylistics,1383
1,0,0,Japanese Language in Society,1389
1,0,0,Japanese Literature I,481
1,0,0,Japanese Literature II,1388
1,0,0,Jazz Technique I,1012
1,0,0,Jazz Technique II,763
1,0,0,Jazz Technique III,1024
1,0,0,Jazz Workshop,1497
1,0,0,Junior Honors Seminar,263
1,0,0,Kinematics and Dynamics,10
1,0,0,Kinetics and Microstructural Evolution,1471
1,0,0,Knowing Health and Illness Through the Arts,1983
1,0,0,"Knowing, Teaching, Assessing in Health, Fitness and Issues of Abuse",675
1,0,0,Labor Economics and Policy,1692
1,0,0,"Labor, Globalization,And Art",1879
1,0,0,"Labor, Identity, and Knowledge in Healthcare",357
1,0,0,Laboratory Analysis of Urine and Body Fluids,1439
1,0,0,Laboratory Techniques in Cell and Molecular Biology,826
1,0,0,Landscape Ecology,1165
1,0,0,Landscape Plant Recognition,1403
1,0,0,Landscape in Contemporary Art,1828
1,0,0,Language Science,1634
1,0,0,Language and Society,261
1,0,0,Languages and Cultures of China,966
1,0,0,Late Dance Histosry,1018
1,0,0,Latin American Literature,1941
1,0,0,Latin American Studies Seminar,1604
1,0,0,Latin American Visual Arts,1875
1,0,0,"Latin Language, Accelerated",1405
1,0,0,Latin and Greek in Current Use,66
1,0,0,Latina Cultural Production,1253
1,0,0,Latinos in the United States,1595
1,0,0,Latvian Literary and Cultural History,1580
1,0,0,Law in Society,235
1,0,0,Learning From Ants and Bees: Science of Biol Swarm,488
1,0,0,Learning Strategies: Navigating the University,715
1,0,0,Learning and Teaching in Our Changing World: Insights From Experience and Research,1105
1,0,0,Legal Concepts for Health Fields,1288
1,0,0,Legal Issues for Business,1777
1,0,0,Legal and Ethical Issues in Clinical Practice,1536
1,0,0,Liberal Arts Physics,229
1,0,0,Lifespan Development,1926
1,0,0,Limnology,830
1,0,0,Linear Analysis,43
1,0,0,Linear Systems and Transforms,1893
1,0,0,Listening to Academic Lectures,452
1,0,0,Literature Into Film,622
1,0,0,Literature and the Arts,1886
1,0,0,Literature and the Other Arts and Disciplines,1125
1,0,0,Literature and the Visual Arts,868
1,0,0,Literture & Culture of Ancient & Classical China,962
1,0,0,"Literture, 1700-1900",1434
1,0,0,Living and Working in a Virtual World: Technologies of the World Wide Web,1761
1,0,0,Living with Volcanoes,59
1,0,0,Machine Design Analysis,1429
1,0,0,Machine Organization,1909
1,0,0,Machine Organization and Architecture for Computer Engineers,1901
1,0,0,Making and Craft,363
1,0,0,Management Accounting and Control Systems,581
1,0,0,Management Concepts with Him Applications,1292
1,0,0,Management Principles for Computing Professionals,995
1,0,0,Management Project I,1294
1,0,0,"Management of Endangered, Threatened, and Sensitive Species",827
1,0,0,Management of Hearing Loss,1637
1,0,0,Management of Organizations,573
1,0,0,Management of Wildland Recreation and Amenities,1159
1,0,0,Managerial Accounting,1652
1,0,0,Managerial Economics,572
1,0,0,Managing Human Resources,1318
1,0,0,Managing Organizational Diversity,1774
1,0,0,Managing Organizations,1647
1,0,0,Managing Technical Teams,1765
1,0,0,Managing and Motivating Work Teams,1671
1,0,0,Managing for Organizational Effectiveness,406
1,0,0,Maps and Gis,1809
1,0,0,Marching Band,328
1,0,0,Marine Biology,119
1,0,0,Marine Geology and Geophysics,1187
1,0,0,Marketing Concepts,534
1,0,0,Marketing Management,574
1,0,0,Marketing Strategy,1783
1,0,0,Marketing and Management From a Sustainability Perspective,854
1,0,0,"Masculinities: Contestation, Circultion, & Transfo",1263
1,0,0,Mass Media Law,984
1,0,0,Mass Media and U.S. Politics,1998
1,0,0,Mass Transport Ans Systems Laboratory,795
1,0,0,Material and Energy Balances,837
1,0,0,Materials Characterization,1477
1,0,0,Materials Processing I,1470
1,0,0,Materials Processing II,1479
1,0,0,Materials and Manufacture,1052
1,0,0,Maternal and Child Health for the Medex Practitioner II,1461
1,0,0,Maternal and Child Health for the Medex Practtnr I,1462
1,0,0,Mathematical Principles of Computing,992
1,0,0,Mathematics for Elementary School Teachers,1114
1,0,0,Matrix Algebra with Applications,4
1,0,0,Mechanical Behavior of Materials I,1474
1,0,0,Mechanical Systems Design I,745
1,0,0,Mechanical Systems Design II,749
1,0,0,Mechanics,3
1,0,0,Mechanics of Materials Laboratory,1426
1,0,0,Media Ethics,983
1,0,0,Media Genres,2021
1,0,0,Media Globalization and Citizenship,1850
1,0,0,Media Production Workshop,724
1,0,0,Media and Communication Techniques,834
1,0,0,Media and Society,1678
1,0,0,"Media, Society, and Political Identity I&S",1559
1,0,0,Medical Bacteriology,1444
1,0,0,Medical Microbiology,1442
1,0,0,Medical Microbiology Laboratory,1438
1,0,0,Medical Mycology and Parasitology,1436
1,0,0,Medical Technology.Introductory Clinicl Hematology,1445
1,0,0,Medical Technology: Introductory Clinicl Chemistry,1446
1,0,0,Medical Virology,1435
1,0,0,Medical and Ethical Issues in Literature,1985
1,0,0,Medieval Quests,1876
1,0,0,Medieval Women,471
1,0,0,Medieval and Renaissance Literature of Western Civilization,1872
1,0,0,Men's Health Across the Lifespan,322
1,0,0,Mental Illness and Recovery,2007
1,0,0,Metadata Design,1345
1,0,0,Meteorology,1964
1,0,0,Methods for Ordinary Differential Equations,55
1,0,0,Methods for Partial Differential Equations,70
1,0,0,Mexican Immigration: a Comparative Analysis,1596
1,0,0,Mexican Women: Past and Present,1606
1,0,0,Microbial Ecology,1805
1,0,0,Microprocessor System Design,682
1,0,0,Middle East Politics,1745
1,0,0,Middle East Through Cinema,1513
1,0,0,Migration and the Transnational Family in Latino Literature and Film,1932
1,0,0,Military Intervention,1563
1,0,0,Military Science I - Basic,781
